P000000,52.995333,-8.275200,-74.030329,-46.219207
P000001,64.776995,-53.831121,-70.863284,-15.735598
P000002,68.923822,60.853322,18.082300,2.747747
P000003,-97.438832,-80.800736,83.624019,-15.705132
P000004,-9.040596,66.909138,-48.730668,87.079689
P000005,-38.763619,-43.839319,55.470314,-96.538830
P000006,9.084485,-12.480578,97.284076,-90.619870
P000007,24.171361,-15.791870,23.231464,80.340020
P000008,39.684332,-82.950325,53.073025,24.320866
P000009,92.089903,35.993537,-58.990546,-73.914922
P000010,10.353583,98.482169,21.628655,5.459430
P000011,-16.450644,86.646842,51.639689,52.913127
P000012,41.436130,6.198377,-20.805655,67.408467
P000013,-0.019053,-52.124030,-35.462216,35.132304
P000014,94.663913,23.506927,86.103422,46.761133
P000015,78.148159,-83.774062,-62.517048,-81.622309
P000016,42.436933,-54.319059,53.120005,6.879671
P000017,-46.749091,2.534030,-87.320967,87.046234
P000018,-48.293473,5.190576,64.183699,-70.412835
P000019,-91.728807,44.993300,-65.489171,-22.743562
P000020,7.938142,86.752779,-2.599129,-34.860775
P000021,77.563480,78.476572,-49.614934,-65.884732
P000022,0.751732,96.819433,-54.450055,21.498376
P000023,37.143621,26.790776,89.574042,-89.621796
P000024,-99.596498,88.673437,7.527202,-18.821618
P000025,-77.210513,51.356765,94.191744,96.279284
P000026,-81.933167,-6.337858,57.941649,27.021620
P000027,-90.208184,-83.018088,37.191594,-32.918657
P000028,98.465893,48.291949,91.094427,37.856001
P000029,85.142973,80.133010,29.917376,15.338814
P000030,-45.111705,20.365665,-80.367940,12.277896
P000031,32.211754,-73.274337,-79.309958,93.441004
P000032,89.943409,-14.472573,-78.649816,-47.295168
P000033,-26.910290,-47.943996,62.766370,75.037803
P000034,6.977587,26.504842,41.259873,70.997962
P000035,-3.542841,-61.364974,-46.329422,75.068240
P000036,-91.067325,-19.384914,93.642285,24.941664
P000037,-82.696661,74.928303,40.997851,-13.645957
P000038,-54.699373,61.654840,-91.420026,-54.275642
P000039,-94.869417,-89.200718,52.903035,-44.720570
P000040,-75.887906,-21.436719,-95.912493,-0.722774
P000041,72.275935,48.788993,-68.890976,-69.765929
P000042,-21.489234,46.364740,61.643371,-52.055992
P000043,-81.645080,0.607836,83.095459,4.951710
P000044,-56.878794,93.599071,66.771750,-27.238632
P000045,-97.891860,14.164428,-82.479110,2.605406
P000046,67.656433,60.656393,-56.443002,66.757467
P000047,83.196410,74.140358,86.814166,-61.917382
P000048,57.284576,-44.458549,28.293818,51.518282
P000049,90.543748,-85.611312,23.972517,-14.447447
P000050,-60.402490,-77.382617,-96.525801,2.027507
P000051,93.981849,26.547334,94.077474,45.526419
P000052,30.605850,-43.443077,70.916038,86.286447
P000053,42.820370,15.058184,98.749149,-75.197587
P000054,29.886621,-74.756320,41.513748,-39.644852
P000055,-83.682002,-8.774087,6.075286,67.224176
P000056,-87.372383,99.758393,76.067546,-5.021212
P000057,81.085788,81.572793,81.034181,-83.675854
P000058,20.194284,-1.107320,-3.162108,84.060388
P000059,30.375722,47.694972,84.529671,1.453834
P000060,22.438478,-92.369914,-36.864747,73.577525
P000061,-75.362956,-84.486646,-65.061564,-73.545126
P000062,94.714501,-67.578614,-18.275198,57.078304
P000063,-8.579235,8.081500,83.575108,-71.453932
P000064,59.202643,-66.488291,46.644172,-42.267061
P000065,-26.353689,36.802556,-68.578077,42.650921
P000066,46.384455,-47.999156,98.512086,-0.097457
P000067,-94.216791,-52.030153,-26.866912,-53.637354
P000068,22.332257,65.625696,-1.444350,4.151061
P000069,-51.806312,-61.098909,-86.094986,10.060336
P000070,-3.843983,-87.859282,-77.657277,-49.317210
P000071,-97.105350,35.450212,-31.146791,-26.362317
P000072,25.140993,92.396649,58.478851,52.196808
P000073,96.232521,70.565367,-68.516835,-43.765294
P000074,-33.730825,-62.170347,32.217742,25.707895
P000075,64.115539,60.499688,-69.352130,-30.189117
P000076,-36.158860,13.930185,-57.902813,2.405818
P000077,-13.880818,22.129938,-52.119566,78.918148
P000078,-63.831770,-48.662745,-71.747176,-89.573350
P000079,24.920303,-9.393055,24.172117,95.393286
P000080,-6.881420,33.622926,9.829240,-47.730374
P000081,-43.524251,-83.666772,32.882573,-3.373647
P000082,76.716867,-6.321642,-39.680932,47.071244
P000083,62.811951,-59.843088,44.419723,78.757661
P000084,38.287632,-43.465356,45.406977,81.422565
P000085,56.735371,-54.203304,29.841125,-49.778526
P000086,28.567410,-96.236158,76.330700,-60.740596
P000087,-89.928615,58.648966,-46.780928,13.109922
P000088,-39.317428,-59.708844,85.224288,-92.824864
P000089,21.244098,47.128344,-98.738883,69.819948
P000090,99.382684,92.444694,-43.017905,70.714517
P000091,28.409448,33.012263,-21.661004,-73.257377
P000092,-10.954650,-39.209968,49.798488,63.736990
P000093,-18.779531,74.517454,-89.581920,32.604065
P000094,38.881662,-10.037631,9.735364,-76.441069
P000095,8.744594,-2.075600,-28.611492,-55.758374
P000096,94.065133,22.126272,-24.738673,62.865440
P000097,91.439193,-44.679179,72.313044,17.525883
P000098,-95.537564,97.252205,-77.839500,85.905011
P000099,-92.848537,34.057511,-70.262731,26.224381
P000100,-73.638849,0.496485,11.488010,90.976107
P000101,36.339927,-16.038279,-6.564699,-46.793895
P000102,-25.034330,42.915516,-21.548595,75.990602
P000103,-92.684422,58.151176,-22.819152,-95.251478
P000104,-23.120949,-56.530793,9.970685,34.516348
P000105,-33.425502,29.557548,81.100098,31.667628
P000106,-7.587333,-6.606179,62.685354,25.289793
P000107,24.886651,56.024954,63.270869,13.848722
P000108,-8.083990,28.453703,-72.558530,1.320966
P000109,45.072328,66.317552,-82.597183,-68.190656
P000110,58.230131,97.246919,-2.312217,-78.852743
P000111,-55.303378,35.103966,-48.869240,-90.073632
P000112,65.754085,81.947838,-13.170025,-47.923922
P000113,9.648290,-12.329487,77.828380,55.997562
P000114,-26.162155,-76.872178,-1.764859,-97.315293
P000115,97.328872,79.069597,14.050624,2.356947
P000116,76.060023,3.186888,2.775641,84.676361
P000117,-18.037237,-92.595064,-65.411512,63.805572
P000118,-54.916134,-51.983800,-58.570801,1.644917
P000119,36.320996,-53.750915,26.512932,50.890845
P000120,68.150996,-34.680753,-81.799388,-0.537901
P000121,53.629321,-30.876161,1.394485,50.969229
P000122,-99.588135,-45.783485,90.527913,45.367564
P000123,-93.427682,-94.245094,-47.773630,44.127755
P000124,-69.852313,21.393619,27.615338,-84.900920
P000125,18.786087,-88.792540,33.661931,-18.638974
P000126,40.054200,47.458396,53.862217,98.657182
P000127,-78.994772,-36.836546,-59.468042,91.634257
P000128,-3.848426,-44.291597,26.946011,-4.433346
P000129,-71.374830,-34.583697,14.003682,67.439406
P000130,-40.855957,97.325345,-66.059668,45.281015
P000131,-7.552588,74.354434,-15.322892,19.572273
P000132,22.158325,98.441097,-99.026537,67.246341
P000133,-45.228669,6.938968,45.248376,0.749496
P000134,97.532603,2.930656,-53.048674,82.451014
P000135,37.051499,29.425874,-86.022590,89.606780
P000136,31.703422,-33.611373,-83.478829,-22.702620
P000137,-89.423905,20.253137,8.868804,-9.907249
P000138,24.839013,13.823715,-81.087557,2.143355
P000139,-42.388158,84.979190,1.284567,59.632316
P000140,-15.088527,81.806551,12.899771,-39.022906
P000141,3.141227,59.284680,19.856122,-43.448722
P000142,7.326696,-23.480261,19.619100,-60.241593
P000143,-36.667423,57.079130,-48.829122,-3.856303
P000144,-1.356570,9.929274,92.601839,23.561351
P000145,-62.071202,-41.392153,43.560320,-96.496952
P000146,64.259840,-24.102354,29.502638,29.257299
P000147,69.858279,82.304500,57.742005,-73.974493
P000148,57.620979,15.783517,58.861080,-38.663295
P000149,29.013213,66.489187,-49.711170,-59.093440
P000150,60.636073,79.498659,58.617063,-76.639965
P000151,-43.849227,95.617484,94.285023,59.124832
P000152,94.788385,-35.234503,93.556122,-13.544879
P000153,40.141164,-22.146159,-11.811451,-26.620322
P000154,-9.450885,73.498333,-37.584441,96.779522
P000155,95.546380,47.982007,-26.341395,-17.374073
P000156,42.726024,45.949767,89.933089,-49.041733
P000157,-36.732087,1.741117,-89.188774,1.230365
P000158,80.394600,-4.092423,-24.931957,-99.772476
P000159,-33.091199,57.644325,-76.330419,-73.753068
P000160,50.866933,25.016896,-90.536633,64.583284
P000161,-26.675105,74.611243,-91.275799,27.132102
P000162,89.594187,-99.747307,57.919123,-46.365778
P000163,79.286193,57.913144,48.729074,-19.836368
P000164,-77.901898,-53.684145,42.164527,93.316465
P000165,-94.739348,96.002526,44.909452,-52.272775
P000166,43.258016,52.079666,25.413719,-53.324169
P000167,50.051351,-59.473891,-42.328101,-44.273070
P000168,9.124941,-84.620491,-42.332709,-0.375026
P000169,51.206313,6.681486,-43.225812,-74.038295
P000170,-46.429641,-58.652634,62.758491,13.901940
P000171,78.846288,-65.381668,-86.875323,-16.403579
P000172,65.563725,26.038655,-7.998899,70.936851
P000173,-6.376662,-14.009831,85.835921,40.488421
P000174,99.399546,-93.021810,97.698394,-22.717206
P000175,44.240130,46.778200,-6.424023,-80.288616
P000176,-8.212452,61.822738,-45.380484,13.686822
P000177,93.182119,-83.467219,-1.973633,93.822838
P000178,13.175934,3.378477,34.125420,-36.624424
P000179,-7.270611,10.872889,1.972651,73.084708
P000180,-62.278164,-33.832581,-61.945198,-60.745489
P000181,37.768490,74.171802,15.959564,-19.654998
P000182,-88.267535,18.089556,-31.165415,66.737507
P000183,83.582551,-75.105202,-18.523276,50.787596
P000184,82.869042,-19.567488,60.262468,28.311805
P000185,96.135226,37.090089,64.378957,-92.201993
P000186,-70.030868,-24.890033,-43.506950,96.424094
P000187,-88.952885,-39.174072,3.119209,-12.637881
P000188,47.530517,5.616123,-34.715148,-73.817595
P000189,94.539865,31.742191,95.696569,44.275152
P000190,-10.897377,-10.503023,-78.962558,39.426407
P000191,-45.233648,-24.115971,60.226550,27.219471
P000192,-84.788157,50.837800,99.813547,-10.998243
P000193,-86.662088,60.578356,-88.882899,-27.451800
P000194,77.235756,3.346755,53.949807,-36.246176
P000195,-45.236823,18.192658,-91.990514,-44.510827
P000196,44.024041,4.202681,-19.354590,-43.355560
P000197,-54.653970,-36.133053,11.326646,2.926799
P000198,-59.946534,-48.159454,66.805434,35.973798
P000199,-62.443717,63.175889,43.205364,-50.418298
P000200,88.215872,78.487172,-79.528599,34.804498
P000201,-78.368710,7.879147,-2.315328,-31.419703
P000202,99.657553,-68.233944,83.345231,-18.710451
P000203,41.921321,-26.072680,57.805624,57.729267
P000204,-76.102390,-20.014817,65.009310,53.250715
P000205,10.588328,-78.747847,28.147487,-42.743987
P000206,79.283664,92.830001,-93.552312,3.105453
P000207,11.343624,-83.097729,25.502496,40.949699
P000208,56.054210,-62.770517,50.696693,26.544534
P000209,68.304074,-36.554390,18.343959,67.857077
P000210,-22.881845,38.350437,20.654138,-84.450079
P000211,25.165587,94.745742,49.449657,-78.974259
P000212,-66.147810,48.112246,-63.127232,-1.769788
P000213,4.686667,-52.966465,-98.647916,-4.950978
P000214,31.061864,45.820135,-12.643706,70.553084
P000215,-86.688669,58.644221,-29.403490,-27.374000
P000216,-32.230191,-77.901148,24.333495,-53.608867
P000217,56.328935,88.135940,81.353829,0.192966
P000218,2.938525,19.983447,-73.938633,-90.220664
P000219,16.187784,-85.613434,-99.752292,88.835462
P000220,42.716765,30.620799,-25.383057,-45.934214
P000221,91.449596,-0.990840,-39.489819,17.004871
P000222,86.530052,36.149390,-42.042458,83.727341
P000223,-76.125656,88.603308,49.950705,-46.492506
P000224,-84.612828,-88.456446,-26.932483,-71.249520
P000225,24.459566,21.775290,98.669503,-70.458324
P000226,-89.711677,47.199765,15.209654,3.094443
P000227,18.354077,-41.780404,16.314092,27.703136
P000228,76.890439,15.358797,-94.580040,10.764084
P000229,-73.864426,-44.066170,-67.927450,52.629144
P000230,-25.471328,53.492571,-78.926933,-8.777401
P000231,-35.009192,-5.190000,73.687323,-89.055831
P000232,-97.302182,-60.385417,75.619254,-35.925865
P000233,-25.274583,87.871629,60.094794,17.379040
P000234,5.218047,-27.691865,77.195552,8.525963
P000235,-46.439635,-99.641624,81.903331,-73.315969
P000236,-44.419671,42.209114,17.344874,8.362535
P000237,98.258340,-23.515554,-73.420651,30.009716
P000238,68.223200,-59.259496,-37.597883,42.537023
P000239,67.534578,40.415449,-88.347747,39.824935
P000240,-53.363011,18.464157,-86.947448,31.415721
P000241,-31.341473,86.588295,-74.634649,54.608804
P000242,19.681413,-64.223151,-40.598470,-98.164334
P000243,3.929850,37.649221,-31.980276,-67.739917
P000244,49.223063,99.205320,-65.064115,-11.710399
P000245,7.763919,99.836668,-86.406449,-63.899040
P000246,67.603638,-82.282903,-79.371560,40.775505
P000247,-18.334021,-62.829284,59.623657,-61.878712
P000248,-89.261456,26.262357,-1.157409,-70.858474
P000249,-2.809805,13.333131,-9.571219,-88.692807
P000250,-51.196824,37.003782,68.484706,82.562297
P000251,-41.488940,97.430850,2.392320,3.831427
P000252,-67.035131,-86.970563,-77.582934,-91.015528
P000253,57.400683,-1.829417,-41.069074,20.124878
P000254,50.112626,-42.416811,51.485571,13.971044
P000255,42.297641,-11.065765,76.880615,-82.300910
P000256,37.556807,-98.807113,-41.463723,44.370791
P000257,-11.425197,-10.752937,-30.439897,-21.373422
P000258,-84.683702,-99.784303,-32.931505,-43.984355
P000259,61.752436,-24.496089,66.068878,-52.404506
P000260,-95.691213,49.181823,-55.184675,24.464096
P000261,31.276441,-58.683750,-24.442469,83.553188
P000262,-31.472350,-62.626294,-19.915007,60.592233
P000263,38.560067,-73.160093,85.069132,41.150858
P000264,-84.879388,-90.807073,1.307975,-82.799127
P000265,-32.274885,-3.759631,84.741277,-44.779490
P000266,-68.360928,35.114093,63.835490,11.688698
P000267,-54.703592,5.046896,-72.636116,20.415080
P000268,80.977374,97.060042,-7.044559,90.087626
P000269,-36.458718,-21.496256,98.226714,87.149673
P000270,64.886151,-75.719548,13.652774,31.490220
P000271,92.990583,9.647717,2.104560,10.059869
P000272,25.029881,15.922164,6.572213,-15.079832
P000273,-79.553751,-16.519650,-53.371187,44.459913
P000274,-94.888414,88.411623,-67.257508,87.423001
P000275,-42.933236,5.999938,-87.344840,31.865900
P000276,36.400571,55.621156,-85.045416,-40.177907
P000277,-5.733658,83.641465,11.539043,10.209172
P000278,88.515711,97.168950,-70.357470,-57.351121
P000279,28.287597,-10.485135,-24.087324,-5.013030
P000280,-26.177289,-71.051573,50.388574,13.818506
P000281,27.693849,84.448759,47.764907,-3.536519
P000282,96.027502,38.725735,-96.755954,-16.267487
P000283,-71.513297,-7.901933,-76.107870,46.050856
P000284,30.357266,71.014396,31.056371,61.237426
P000285,2.846334,-84.975790,89.036784,-12.210790
P000286,-34.855442,75.785418,-33.562977,-44.597411
P000287,-36.926926,75.270035,44.411859,88.845681
P000288,55.368489,-14.480346,56.140280,39.912387
P000289,16.982222,-11.451094,-22.025618,57.112841
P000290,-87.338603,97.726576,-15.280718,-60.650130
P000291,-79.608418,-49.010268,67.128039,62.984115
P000292,2.323528,-6.698354,-2.237195,-78.267070
P000293,44.985658,-55.460583,-69.928337,-38.041262
P000294,7.783159,8.001331,98.788589,-91.162530
P000295,47.692952,50.198116,-61.045863,16.928190
P000296,-64.376839,45.939541,-46.880268,-29.213638
P000297,-49.785055,-4.485015,81.439149,33.838171
P000298,9.195596,-28.965400,-12.129952,-52.069181
P000299,-59.216570,76.821664,-40.857668,97.607245
P000300,47.683146,94.891082,59.580939,39.950674
P000301,-30.221457,41.365955,68.007462,-82.568796
P000302,49.301871,22.201518,68.796517,-69.611616
P000303,16.881685,26.247002,65.768488,72.293718
P000304,5.020375,5.483504,22.743281,-80.564089
P000305,-64.540619,-97.276286,-4.548308,-43.021799
P000306,-93.670849,-20.534287,85.718950,67.981428
P000307,81.212781,-35.201594,-98.164481,-0.120748
P000308,71.655003,46.506394,6.388278,58.111134
P000309,-9.421094,-66.774285,-81.775297,-79.073397
P000310,-8.332833,-13.762835,-33.780350,24.521799
P000311,8.129315,-70.394162,-85.097484,-81.225003
P000312,76.384384,-12.572299,12.604886,-20.509886
P000313,13.220123,68.862628,79.850464,-71.609116
P000314,-95.598552,-74.010622,73.111123,-96.717081
P000315,45.861720,-51.712519,-85.630666,-23.445372
P000316,-59.992350,19.749515,-81.569880,48.230077
P000317,-55.870258,42.196698,-24.361471,30.506131
P000318,0.402168,-58.028369,52.272964,-39.073290
P000319,14.977421,-50.870559,-14.794470,-29.472437
P000320,70.786756,22.829155,13.653544,68.848817
P000321,72.230360,14.503900,42.674262,-39.596409
P000322,-77.549589,88.162777,-1.629580,67.314567
P000323,-30.929138,63.855685,-73.984633,-45.478405
P000324,-18.970913,73.975028,46.258081,-87.907226
P000325,-82.183724,53.776972,-98.634245,77.813399
P000326,-66.153962,-15.931206,79.739346,47.115177
P000327,19.535751,-28.788113,-58.089051,-79.117857
P000328,95.121135,-48.792953,-20.919143,-84.487932
P000329,-36.736360,20.856160,51.160020,-71.648182
P000330,88.585050,58.663979,72.551731,22.771162
P000331,93.042701,98.117834,-77.992359,27.354056
P000332,47.059747,81.450945,87.325748,53.388264
P000333,-10.394282,41.371561,-98.633842,-10.592678
P000334,4.291351,70.882463,-27.950053,-29.257159
P000335,-18.872624,0.967357,-5.844264,72.521762
P000336,-49.144400,-41.074630,99.029044,74.731857
P000337,72.522344,73.245867,99.192954,-90.806252
P000338,5.893901,92.468069,74.887027,-29.496374
P000339,-86.146678,75.060689,74.054801,-41.233064
P000340,-61.273575,60.118686,99.149149,36.785200
P000341,42.683484,-47.518662,-32.241247,60.960300
P000342,52.657534,67.437620,-0.632429,6.508213
P000343,11.814323,52.259016,81.576626,56.426492
